Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,0,1,1378,1,13,2,4,4,1,46,2,2,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3
41,0,0,247,1,7,1,1,2,0,55,1,5,3,2,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10
40,0,1,1194,1,1,3,1,3,0,52,3,2,4,2,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3
26,0,1,192,1,1,2,3,1,1,59,2,1,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3
32,0,2,585,1,10,3,1,1,1,56,3,1,3,1,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3
34,0,1,665,1,6,4,4,1,0,41,3,2,3,0,4809,12482,1,0,14,3,3,0,16,3,3,16,13,2,10
32,0,1,427,1,1,3,3,1,1,33,3,2,4,1,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8
23,0,1,977,1,10,3,5,4,1,45,4,1,3,1,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2
34,0,1,1440,2,7,2,5,2,1,55,3,1,3,1,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7
50,0,1,1452,1,11,3,1,3,0,53,3,5,2,0,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4
36,0,0,894,1,1,4,3,4,0,33,2,2,3,1,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2
50,0,1,939,1,24,3,1,4,1,95,3,4,3,1,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5
29,0,0,746,2,2,3,1,4,1,61,3,2,3,1,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2
33,0,1,931,1,14,3,3,4,0,72,3,1,2,1,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6
37,0,1,1470,1,10,3,3,2,0,71,3,1,2,1,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7
29,0,1,1283,1,23,3,1,4,1,54,3,1,4,0,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2
36,0,2,1467,2,11,2,5,2,0,92,3,3,4,1,9738,22952,0,0,14,3,3,1,10,6,3,9,7,2,8
32,0,2,1318,2,10,4,2,4,1,79,3,2,4,0,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0
29,0,1,665,1,15,3,1,3,1,60,3,1,4,0,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
36,0,1,429,1,2,4,1,3,0,53,3,2,2,0,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12
45,0,2,1249,1,7,3,1,1,1,97,3,3,1,2,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11
28,0,1,1144,2,10,1,3,4,1,74,3,1,2,1,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0
43,0,2,313,1,21,3,3,4,1,61,3,1,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2
36,0,0,845,2,1,5,3,4,0,45,3,2,4,0,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0
46,0,1,488,2,2,3,5,3,0,75,1,4,2,1,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7
36,0,2,541,2,3,4,3,1,1,48,2,3,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12
42,0,1,1147,0,10,3,0,3,0,31,3,4,1,1,16799,16616,0,0,14,3,3,1,21,5,3,20,7,0,9
24,0,1,1476,2,4,1,3,4,0,42,3,2,3,1,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3
34,0,1,735,2,3,1,3,4,0,75,2,2,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1
39,0,1,835,1,19,4,4,4,1,41,3,2,4,2,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2
39,0,1,119,2,15,4,2,2,1,77,3,4,1,0,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10
32,0,1,334,1,5,2,1,1,1,80,4,1,2,2,3298,15053,0,1,12,3,4,2,7,5,2,6,2,0,5
31,0,1,182,1,8,5,1,1,0,93,3,4,2,0,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0
39,0,0,1485,1,25,2,1,3,1,71,3,3,3,1,10920,3449,3,0,21,4,2,1,13,2,3,6,4,0,5
35,0,1,982,1,1,4,3,4,1,58,2,1,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7
32,0,1,1062,1,2,3,3,3,0,75,3,1,2,1,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7
38,0,1,330,1,17,1,1,3,0,65,2,3,3,1,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9
38,0,1,345,2,10,2,1,1,0,100,3,2,4,1,5343,5982,1,0,11,3,3,1,10,1,3,10,7,1,9
36,0,1,1266,2,10,4,5,2,0,63,2,2,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7
37,1,1,625,2,1,4,1,1,1,46,2,3,3,1,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7
27,0,0,443,1,3,3,3,4,1,50,3,1,4,1,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0
28,0,0,120,2,4,3,3,2,1,43,3,2,3,1,4221,8863,1,0,15,3,2,0,5,3,4,5,4,0,4
35,0,1,1029,1,16,3,1,4,0,91,2,3,2,0,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3
35,1,1,303,2,27,3,1,3,1,84,3,2,4,0,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7
35,0,2,138,1,2,3,3,2,0,37,3,2,2,0,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2
50,0,1,328,1,1,3,3,3,1,86,2,1,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2
37,1,1,370,1,10,4,3,4,1,58,3,2,1,0,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8
40,0,1,543,1,1,4,1,1,1,83,3,1,4,1,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0
42,0,1,462,2,14,2,3,3,0,68,2,2,3,0,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3
38,0,1,833,1,18,3,3,2,1,60,1,2,4,1,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0
40,0,2,580,2,5,4,1,4,1,48,2,3,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12
19,1,1,419,2,21,3,4,4,1,37,2,1,2,0,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0
35,0,1,1214,1,1,3,3,2,1,30,2,1,3,0,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4
32,0,1,634,1,5,4,4,2,0,35,4,1,4,1,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2
25,0,1,891,2,4,2,1,2,0,99,2,2,4,0,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3
25,0,0,675,1,5,2,1,2,1,85,4,2,1,2,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
37,0,1,1107,1,14,3,1,4,0,95,3,1,1,2,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17
37,0,1,589,2,9,2,2,2,1,46,2,2,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3
31,1,1,542,2,20,3,1,2,0,71,1,2,3,1,4559,24788,3,1,11,3,3,1,4,2,3,2,2,2,2
29,0,1,1210,2,2,3,3,1,1,78,2,2,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0
37,1,1,1141,1,11,2,3,1,0,61,1,2,2,1,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0
23,1,1,427,2,7,3,1,3,1,99,3,1,4,2,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2
30,0,1,288,1,2,3,1,3,1,99,2,2,4,1,4152,15830,1,0,19,3,1,3,11,3,3,11,10,10,8
40,0,2,1184,2,2,4,3,2,1,62,3,2,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0
38,0,2,240,1,2,4,1,1,0,75,4,2,1,0,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12
32,0,2,1316,1,2,2,1,4,0,38,3,2,3,0,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7
44,0,1,1313,1,7,3,3,2,0,31,3,5,4,2,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10
37,0,2,889,1,9,3,3,2,1,53,3,1,4,1,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2
38,0,0,1327,2,2,2,1,4,1,39,2,2,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5
36,1,1,885,1,16,4,1,3,0,43,4,1,1,0,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14
51,0,2,541,2,2,3,2,2,1,52,3,3,2,1,10596,15395,2,0,11,3,2,0,14,5,3,4,2,3,2
37,0,2,1278,2,1,4,3,3,1,31,1,2,4,2,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3
35,0,1,1395,1,9,4,3,2,1,48,3,2,3,0,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8
25,1,1,688,1,3,3,3,1,1,91,3,1,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2
42,0,1,1332,1,2,4,4,1,1,98,2,2,4,0,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0
32,1,1,515,1,1,3,1,4,1,62,2,1,3,0,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2
36,0,2,469,1,3,3,5,3,1,46,3,1,2,1,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7
45,0,2,364,1,25,3,3,2,0,83,3,5,2,0,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0
44,0,0,981,1,5,3,1,3,1,90,2,1,3,0,3162,7973,3,0,14,3,4,0,7,5,3,5,2,0,3
26,0,1,583,1,4,2,1,3,1,53,3,1,4,0,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2
39,0,1,1383,0,2,3,1,4,0,42,2,2,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4
36,1,1,660,1,15,3,4,1,1,81,3,2,3,2,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0
39,0,0,105,1,9,3,1,4,1,87,3,5,4,0,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3
26,1,2,426,0,17,4,1,2,0,58,3,1,3,2,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
51,0,2,1456,1,1,4,3,1,0,30,2,3,1,0,7484,25796,3,0,20,4,3,0,23,1,2,13,12,12,8
36,0,1,1351,1,26,4,1,1,1,80,3,2,3,1,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2
46,0,1,706,1,2,2,1,4,1,82,3,3,4,2,8578,19989,3,0,14,3,3,1,12,4,2,9,8,4,7
31,0,1,1222,1,11,4,1,4,1,48,3,1,4,1,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2
40,0,1,884,1,15,3,1,1,0,80,2,3,3,1,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12
34,0,1,1397,1,1,5,1,2,1,42,3,1,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8
34,0,1,829,0,3,2,0,3,1,88,3,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2
29,0,2,410,1,2,1,1,4,0,97,3,1,2,1,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2
35,1,1,622,1,14,4,4,3,1,39,2,1,2,2,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2
24,0,1,581,1,9,3,3,3,1,62,4,1,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4
32,0,2,116,1,13,3,4,3,0,77,2,1,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2
50,0,1,1046,1,10,3,5,4,1,100,2,3,4,0,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3
45,0,1,374,2,20,3,1,4,0,50,3,2,3,0,4850,23333,8,0,15,3,3,0,8,3,3,5,3,0,1
36,0,1,164,2,2,2,3,2,1,61,2,3,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0
27,0,2,472,1,1,1,5,3,1,60,2,2,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0
55,0,1,836,1,8,3,3,4,0,33,3,4,3,2,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2
31,0,1,326,2,8,2,1,1,1,31,3,3,4,2,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9
33,1,1,1017,1,25,3,3,1,1,55,2,1,2,0,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2
28,0,1,1158,1,9,3,3,4,1,94,3,1,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
46,0,1,734,1,2,4,3,3,1,46,3,5,4,2,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2
41,0,1,1206,2,23,2,1,4,1,80,3,3,3,0,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2
31,0,0,587,2,2,4,1,4,0,57,3,3,3,2,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6
37,0,1,1462,1,11,3,3,1,0,94,3,1,3,0,3629,19106,4,0,18,3,1,0,8,6,3,3,2,0,2
59,0,1,1089,2,1,2,5,2,1,66,3,3,4,1,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4
36,0,0,427,1,8,3,1,1,0,63,4,3,1,1,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5
25,0,1,622,2,13,1,3,2,1,40,3,1,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6
29,0,2,490,1,10,3,1,4,0,61,3,1,2,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1
28,1,1,329,1,24,3,3,3,1,51,3,1,2,1,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0
42,0,0,355,1,10,4,5,3,1,38,3,1,3,1,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3
32,0,1,977,1,2,3,3,4,1,45,3,2,2,2,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6
34,0,2,1069,1,2,1,1,4,1,45,2,2,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9
24,0,2,567,1,2,1,5,1,0,32,3,1,4,0,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3
31,0,1,1062,1,24,3,3,3,0,96,2,2,1,0,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8
28,0,2,791,1,1,4,3,4,1,44,3,1,3,0,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2
49,0,1,1091,1,1,2,5,3,0,90,2,4,3,0,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7
30,1,1,1005,1,3,3,5,4,0,88,3,1,1,0,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4
24,0,1,506,1,29,1,3,2,1,91,3,1,1,2,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2
36,0,1,335,2,17,2,2,3,1,33,2,2,2,1,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3
48,0,1,715,1,1,3,1,4,1,76,2,5,4,0,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0
32,0,1,1018,1,3,2,1,3,0,39,3,3,4,0,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7
25,0,1,685,1,1,3,1,1,0,62,3,2,3,1,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2
33,0,1,924,1,2,3,3,3,1,78,3,1,4,0,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0
39,0,1,1462,2,6,3,3,4,1,38,4,3,3,1,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6
52,0,1,1323,1,2,3,1,3,0,89,2,1,4,0,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2
49,0,1,465,1,6,1,1,3,0,41,2,4,3,1,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12
25,0,1,949,1,1,3,5,1,1,81,3,1,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2
42,0,1,1396,1,6,3,3,3,1,83,3,3,1,1,13348,14842,9,0,13,3,2,1,18,3,4,13,7,5,7
29,0,1,1107,1,28,4,1,3,0,93,3,1,4,2,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7
40,0,1,107,2,10,3,5,2,0,84,2,2,2,2,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3
28,1,1,529,1,2,4,1,1,1,79,3,1,3,0,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0
32,0,1,827,1,1,1,1,4,1,71,3,1,1,0,2956,15178,1,0,13,3,4,0,1,2,3,1,0,0,0
34,0,1,1346,1,19,2,3,2,1,93,3,1,4,2,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2
36,0,1,559,1,12,4,1,3,0,76,3,2,3,1,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1
45,0,0,1050,2,9,4,1,2,0,65,2,2,3,1,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12
42,0,1,469,1,2,2,3,4,1,35,3,4,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7
51,0,1,770,0,5,3,1,3,1,84,3,4,2,2,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10
33,1,1,603,2,9,4,2,1,0,77,3,2,1,0,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3
47,1,2,719,2,27,2,1,2,0,77,4,2,3,0,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3
44,1,1,935,1,3,3,1,1,1,89,3,1,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2
46,1,1,1254,2,10,3,1,3,0,64,3,3,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7
50,0,1,1207,1,28,1,3,4,1,74,4,1,3,1,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
32,0,0,1146,1,15,4,3,3,0,34,3,2,4,2,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2
27,1,1,1420,2,2,1,2,3,1,85,3,1,1,2,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2
35,0,1,583,1,25,4,3,3,0,57,3,3,3,2,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1
41,0,2,1018,2,1,3,2,3,0,66,3,2,1,2,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7
34,0,1,628,1,8,3,3,2,1,82,4,2,3,1,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2
32,0,1,234,2,1,4,3,2,1,68,2,1,2,1,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2
34,0,1,678,1,19,3,1,2,0,35,2,1,4,1,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7
36,0,1,1157,2,2,4,1,3,1,70,3,1,4,0,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2
41,1,2,143,2,4,3,2,1,1,56,3,2,2,0,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7
58,0,1,1272,1,5,3,5,3,0,37,2,3,2,2,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4
35,0,2,944,2,1,3,2,3,0,92,3,3,3,0,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8
40,0,1,1398,2,2,4,1,3,0,79,3,5,3,1,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12
22,0,1,1136,1,5,3,1,4,1,60,4,1,2,2,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2
46,0,1,945,0,5,2,3,2,1,80,3,2,2,2,5021,10425,8,1,22,4,4,1,16,2,3,4,2,0,2
52,0,1,699,1,1,4,1,3,1,65,2,5,3,1,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9
48,0,1,1236,1,1,4,1,4,0,40,2,4,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2
39,0,1,1387,1,10,5,3,2,1,76,3,2,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7
30,0,1,201,1,5,3,5,4,0,84,3,1,1,2,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2
41,0,2,840,1,9,3,3,1,1,64,3,5,3,2,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11
27,0,1,1220,1,5,3,1,3,0,85,3,1,2,0,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2
39,0,1,613,1,6,1,3,4,1,42,2,3,1,1,9991,21457,4,0,15,3,1,1,9,5,3,7,7,1,7
42,0,1,188,1,29,3,3,2,1,56,1,2,4,0,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0
18,1,2,1306,2,5,3,2,2,1,69,3,1,2,0,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0
32,0,2,689,2,9,2,3,4,1,35,1,2,4,2,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7
36,0,1,530,2,2,4,1,3,0,51,3,2,4,0,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7
55,0,1,1136,1,1,4,3,2,1,81,4,4,4,2,14732,12414,2,0,13,3,4,2,31,4,4,7,7,0,0
42,0,1,647,2,4,4,2,2,1,45,3,2,1,0,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5
27,0,1,954,2,9,3,2,4,1,44,3,2,4,0,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7
33,0,1,117,1,9,3,3,1,1,60,3,1,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10
47,0,1,202,1,2,2,4,3,0,33,3,4,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0
33,0,1,589,1,28,4,1,2,1,79,3,2,3,1,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7
29,0,1,136,1,1,3,1,1,1,89,3,2,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2
38,0,0,573,1,6,3,3,2,0,79,1,2,4,2,5329,15717,7,1,12,3,4,3,17,3,3,13,11,1,9
32,0,2,967,2,8,3,2,2,0,43,3,3,4,0,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7
36,0,1,172,1,4,4,1,1,1,37,2,2,4,0,5810,22604,1,0,16,3,3,0,10,2,2,10,4,1,8
37,0,1,1239,0,8,2,4,3,1,89,3,2,2,2,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7
26,1,2,342,1,2,3,1,1,1,57,3,1,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2
19,1,1,528,2,22,1,2,4,1,50,3,1,3,0,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0
30,0,0,990,1,7,3,5,3,1,64,3,1,3,2,1274,7152,1,0,13,3,2,2,1,2,2,1,0,0,0
45,0,1,974,1,1,4,3,4,0,91,3,1,4,2,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2
41,0,1,645,2,1,3,2,2,1,49,4,3,1,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7
40,0,2,1395,1,26,3,3,2,0,54,3,2,2,2,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13
29,0,1,694,1,1,3,1,4,0,87,2,4,4,2,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7
42,0,2,1368,1,28,4,5,4,0,88,2,2,4,1,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4
28,1,1,1475,2,13,2,2,4,0,84,3,2,3,0,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2
34,0,1,1320,1,20,3,5,3,0,89,4,1,3,1,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0
29,0,1,332,0,17,3,4,2,1,51,2,3,1,0,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9
54,0,1,1082,2,2,4,1,3,0,41,2,3,3,1,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0
26,1,1,920,0,20,2,3,4,0,69,3,1,2,1,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4
35,0,2,1182,2,11,2,2,4,1,54,3,2,4,2,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
44,0,0,111,1,17,3,1,4,1,74,1,1,3,0,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0
48,0,1,530,2,29,1,3,1,0,91,3,3,3,1,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0
54,0,1,1217,1,2,4,5,1,0,60,3,3,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3
45,0,1,930,2,9,3,2,4,1,74,3,3,1,2,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
26,0,2,575,1,1,2,1,1,0,71,1,1,4,2,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0
35,0,1,890,2,2,3,2,4,0,97,3,1,4,1,2014,9687,1,0,13,3,1,0,2,3,3,2,2,2,2
27,0,1,798,1,6,4,3,1,0,66,2,1,3,2,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
30,0,1,438,1,18,3,1,1,0,75,3,1,3,0,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4
41,0,1,549,1,7,2,3,4,0,42,3,2,3,0,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1
40,0,1,630,2,4,4,2,3,1,67,2,3,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11
56,0,1,832,1,9,3,3,3,1,81,3,4,4,1,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1
41,0,2,1200,1,22,3,1,4,0,75,3,2,4,2,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3
44,0,1,136,1,28,3,1,4,1,32,3,4,1,1,16328,22074,3,0,13,3,3,1,24,1,4,20,6,14,17
52,0,1,258,1,8,4,4,3,0,54,3,1,1,1,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4
34,0,2,829,1,15,3,3,2,1,71,3,4,1,2,17007,11929,7,0,14,3,4,2,16,3,2,14,8,6,9
53,0,2,124,2,2,3,2,3,0,38,2,3,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12
33,1,1,465,1,2,2,1,1,0,39,3,1,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
58,0,1,848,1,23,4,1,1,1,88,3,1,3,2,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2
37,0,2,663,1,11,3,4,2,1,47,3,3,4,2,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
25,0,1,1382,2,8,2,4,1,0,85,3,2,3,2,4907,13684,0,1,22,4,2,1,6,3,2,5,3,0,4
28,0,2,467,2,7,3,1,3,1,55,3,2,1,0,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3
34,0,1,943,1,9,3,1,4,1,86,3,3,4,2,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6
43,0,1,177,1,8,3,1,1,0,55,3,2,2,2,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0
50,0,1,691,1,2,3,3,3,1,64,3,4,3,1,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
59,0,1,326,2,3,3,1,3,0,48,2,2,4,0,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5
